tweet_id;text;in_reply_to_screen_name;in_reply_to_status_id_str;quoted_status_id_str;mentions;hashtags;urls;favorite_count;reply_count;retweet_count;user_name;screen_name;pub_date;source_user;source_pub_date;source_retweet_count;source_id_str
1266231985141198850;@NeMaramButlov @sarecmarjan Uceri si pa hitr nehou, ni bilo materiala?;NeMaramButlov;1266223525003702273;;NeMaramButlov,sarecmarjan;;;6;0;2;PotepuškiPenzionist;potepuski;2020-05-29T04:56:45+00:00;;;;
1266216461422428163;RT @BesniUpokojenec: Dobro je nocoj @ZmagoPlemeniti zjebal ostale opozicijske lidere pri gobčevki#prav pokvaril  jim je antivladni elan in…;;;;BesniUpokojenec,ZmagoPlemeniti;;;0;0;16;PotepuškiPenzionist;potepuski;2020-05-29T03:55:04+00:00;;;;
1266216399090966529;RT @Bond00775328617: Izjava dneva pa je uspela Jelinčiču:"Sodelovali bomo v Partnerstvu za razvoj za razliko od ostale opozicije, ki le meč…;;;;Bond00775328617;;;0;0;42;PotepuškiPenzionist;potepuski;2020-05-29T03:54:49+00:00;;;;
1266216344820895745;RT @nadkaku: Res krasna programska shema RTV. Takoj po končanem intervjuju z @JJansaSDS je na vrsti pljuvanje opozicije po njemu. Smo kdaj…;;;;nadkaku,JJansaSDS;;;0;0;35;PotepuškiPenzionist;potepuski;2020-05-29T03:54:36+00:00;;;;
1266055552670609416;"Incident" na meji: veleposlanik od časnika pričakuje opravičilo https://t.co/scXLixjkr1 via @SiolNEWS;;;;SiolNEWS;;https://siol.net/novice/slovenija/incident-na-meji-veleposlanik-od-casnika-pricakuje-opravicilo-526496;3;0;2;PotepuškiPenzionist;potepuski;2020-05-28T17:15:40+00:00;;;;
1266054096244613122;Infekcijska klinika: zaposlena kljub znakom okužbe več dni hodila v službo #video https://t.co/h0AbQLYcog via @SiolNEWS;;;;SiolNEWS;video;https://siol.net/novice/slovenija/okuzena-tudi-zaposlena-na-infekcijski-kliniki-526479;0;0;1;PotepuškiPenzionist;potepuski;2020-05-28T17:09:53+00:00;;;;
1266053929789460482;Zloraba turističnih bonov? Na vladi pravijo, da je to kriminal. #video https://t.co/N6ovwWp41e via @SiolNEWS;;;;SiolNEWS;video;https://siol.net/novice/slovenija/zloraba-turisticnih-bonov-na-vladi-pravijo-da-je-to-kriminal-526401;1;0;0;PotepuškiPenzionist;potepuski;2020-05-28T17:09:13+00:00;;;;
